logradouro,faixas,limite_velocidade,mao_unica,superficie,tipo_via,tamanho
RUA DA IGUALDADE,NA,NA,NA,NA,residential,152.62611617754698
RUA DA ILHA,NA,NA,NA,paved,service,68.15096019378835
RUA DA IMPERATRIZ,NA,NA,yes,asphalt,residential,201.3390334214064
RUA DA IMPRENSA,2,NA,yes,asphalt,residential,1674.7879625390128
RUA DA INDEPENDENCIA,2.5,46,yes,asphalt,secondary,3497.452558442429
RUA DA IRMANDADE DA MISERICORDIA,NA,NA,NA,asphalt,residential,97.71001403066386
RUA DA JUSTICA,NA,NA,yes,asphalt,residential,686.753887676441
RUA DA JUTA,2,40,yes,asphalt,residential,383.66738859842565
RUA DA JUVENTUDE,NA,NA,NA,NA,residential,274.424383562588
RUA DA LADEIRA,NA,NA,NA,NA,residential,477.1679085286733
RUA DA LAGOA,NA,NA,NA,paved,residential,590.1800510592611
RUA DA LAGOA DE ESMORIZ,2,40,NA,asphalt,residential,399.116843706009
RUA DA LAGOA FEIA,NA,NA,NA,asphalt,residential,341.11648633923204
RUA DA LAMPADOSA,NA,NA,NA,NA,residential,94.24547958535923
RUA DA LEI,NA,NA,NA,asphalt,residential,320.8327586354376
RUA DA LENDA BRASILEIRA,NA,NA,NA,asphalt,residential,60.81641024667664
RUA DA LIBERDADE,NA,NA,yes,asphalt,residential,1357.0742232593084
RUA DA LIGACAO,2,NA,no,paved,residential,2098.8938031396765
RUA DA LINHA,NA,NA,no,paved,service,798.0736611665533
RUA DA LUA,NA,NA,NA,NA,residential,436.49238405390133
RUA DA LUTA,NA,NA,NA,asphalt,residential,385.0011678165379
RUA DA MACONARIA,NA,NA,yes,asphalt,residential,208.44769747720918
RUA DA MARCHINHA,NA,NA,NA,NA,residential,193.94447078992485
RUA DA MARE,NA,NA,NA,asphalt,residential,170.45068180513877
RUA DA MARIA MONTAGNI DE OLIVEIRA,NA,NA,no,asphalt,residential,109.69545957408035
RUA DA MATA,NA,NA,yes,asphalt,residential,531.3333239538755
RUA DA MATRIZ,1,NA,yes,asphalt,residential,443.4718340348024
RUA DA MEACAO,NA,NA,no,asphalt,residential,360.0271601215147
RUA DA MEMORIA,NA,NA,yes,asphalt,residential,174.59538889360115
RUA DA MENSAGEM,NA,NA,NA,NA,residential,206.5817171678573
RUA DA MINA,NA,NA,NA,paved,residential,2862.2739396475313
RUA DA MISERICORDIA,NA,NA,yes,asphalt,residential,202.98526706728342
RUA DA MOCIDADE,NA,NA,NA,NA,residential,231.79974521898012
RUA DA MOEDA,NA,NA,NA,NA,residential,181.69892971849234
RUA DA MOENDA,2,NA,NA,asphalt,residential,1137.4837931482834
RUA DA MOOCA,2.44,44,yes,asphalt,secondary,5731.9309074387265
RUA DA MUSICA AQUATICA,NA,NA,NA,NA,residential,109.51521622695789
RUA DA NASCENTE,NA,NA,NA,NA,residential,232.279932918489
RUA DA NATUREZA,NA,NA,NA,NA,residential,68.79122462716404
RUA DA OCUPACAO,1,30,NA,asphalt,residential,290.53070196371493
RUA DA OLARIA,NA,NA,NA,asphalt,residential,1097.5075484377392
RUA DA ONCA,NA,NA,NA,NA,residential,97.62999902485568
RUA DA ORDEM,NA,NA,NA,asphalt,residential,263.5296800814922
RUA DA PADARIA,NA,NA,yes,NA,residential,340.222422381364
RUA DA PADROEIRA,NA,NA,NA,asphalt,residential,344.89211034539466
RUA DA PAINEIRA,NA,NA,NA,NA,residential,219.2140876920626
RUA DA PAISAGEM,NA,NA,NA,asphalt,residential,131.00108611079088
RUA DA PARTICIPACAO,NA,NA,NA,paved,residential,302.3912328290565
RUA DA PASSAGEM,NA,NA,no,asphalt,residential,438.7825444179624
RUA DA PASSAGEM FUNDA,4,47,yes,paved,primary,2198.433965195196
RUA DA PASSARELA,NA,NA,NA,NA,unclassified,399.5699138199443
RUA DA PATRIA,NA,40,yes,asphalt,residential,3123.597239048473
RUA DA PAZ,2.5,30,yes,asphalt,residential,8875.663140682032
RUA DA PAZ DIVINA,NA,NA,NA,NA,service,389.89776160463555
RUA DA PEDRA,NA,NA,NA,NA,residential,42.220996916404815
RUA DA PENHA,NA,40,yes,asphalt,residential,777.681594281457
RUA DA PINHA,NA,NA,NA,asphalt,residential,64.2149283032534
RUA DA POESIA EPICA,NA,NA,no,asphalt,residential,204.953276825494
RUA DA POLIFONIA,NA,NA,yes,asphalt,residential,71.61187571914716
RUA DA POLKA,NA,NA,yes,asphalt,residential,340.21324385229775
RUA DA PONTE,NA,NA,NA,asphalt,residential,272.4465846627219
RUA DA PORTEIRA,NA,20,yes,asphalt,residential,124.12842410526832
RUA DA PRACA,NA,NA,NA,NA,residential,533.7642663099435
RUA DA PRACA DO RELOGIO SOLAR,1.2,30,yes,asphalt,unclassified,303.37248098211256
RUA DA PRAIA,NA,NA,NA,NA,residential,17.92775506329338
RUA DA PRAIA AZUL,NA,NA,NA,asphalt,residential,123.43915140786717
RUA DA PRAIA DOS LAVADORES,NA,NA,yes,asphalt,residential,141.74468638427663
RUA DA PRATA,1.33,40,yes,asphalt,residential,1292.219509905059
RUA DA PRECE,NA,NA,yes,asphalt,residential,318.5199031621701
RUA DA PRIMAVERA,NA,NA,NA,NA,residential,536.6859998494817
RUA DA PROCLAMACAO,NA,NA,NA,NA,residential,305.57539100357843
RUA DA PROSPERIDADE,NA,NA,yes,asphalt,residential,243.8064500277076
RUA DA QUADRA,NA,NA,NA,NA,residential,44.89624701992627
RUA DA QUERMESSE,NA,NA,NA,NA,residential,53.358610609251315
RUA DA QUIMERA,NA,NA,NA,NA,residential,282.834018376462
RUA DA REDE ELETRICA,NA,NA,NA,NA,residential,97.23869197584874
RUA DA REITORIA,1,50,yes,asphalt,unclassified,407.5092969393313
RUA DA REPRESA,NA,20,yes,asphalt,residential,1397.1011408319202
RUA DA RESISTENCIA,NA,NA,no,asphalt,residential,333.96642353883993
RUA DA RETIFICACAO,NA,NA,NA,NA,residential,106.84964840144089
RUA DA REVOLUCAO,NA,NA,NA,NA,residential,104.76343210432528
RUA DA SABEDORIA,NA,NA,NA,NA,residential,61.088052364350794
RUA DA SAFRA,1.67,30,yes,asphalt,secondary,1486.437390311508
RUA DA SAUDADE,1.62,NA,yes,asphalt,residential,1808.0945825700649
RUA DA SEDE,NA,NA,NA,NA,service,380.6326859506698
RUA DA SENTINELA,NA,NA,NA,asphalt,residential,154.24399183634887
RUA DA SEREIA,NA,NA,NA,NA,residential,712.4279687980517
RUA DA SEREIA EUNDOS,NA,NA,NA,NA,residential,113.89687692256602
RUA DA SERESTA,NA,NA,NA,NA,residential,600.3326931576706
RUA DA SERVIDAO,NA,NA,NA,NA,residential,1733.6323218768869
RUA DA SINCERIDADE,NA,NA,no,NA,residential,262.0926789915097
RUA DA SOLIDARIEDADE,NA,NA,NA,NA,residential,81.74668908598453
RUA DA SUBPREFEITURA,1,40,NA,asphalt,service,79.37890971529292
RUA DA TERRA,NA,NA,NA,NA,residential,237.5582571335624
RUA DA TERRA PORTUCALENSE,NA,NA,no,NA,residential,669.9259154985416
RUA DA TORRE,NA,NA,NA,dirt,residential,146.04071857334029
RUA DA TRANSMISSAO,NA,NA,NA,NA,residential,283.6050629398185
RUA DA TRENA,NA,NA,NA,dirt,residential,301.18932042302305
RUA DA TRIBUNA,NA,NA,NA,NA,residential,108.04469913909804
RUA DA TRINDADE,NA,NA,NA,asphalt,residential,144.51985570670544
RUA DA UNIAO,2,40,yes,asphalt,residential,2881.1188307973175
RUA DA VALSA,NA,NA,NA,asphalt,residential,109.27457908649134
RUA DA VARGEM,NA,NA,NA,unpaved,residential,355.40977470287703
RUA DA VARZEA,1.83,40,yes,asphalt,tertiary,545.1205319681849
RUA DA VENTURA,NA,NA,NA,asphalt,residential,231.5793153656653
RUA DA VERDADE,2,40,yes,asphalt,residential,301.6077133966316
RUA DA VIDEIRA,NA,NA,NA,NA,service,84.59555482953103
RUA DA VIELA,NA,NA,NA,NA,residential,65.05823140380389
RUA DA VILA,NA,NA,NA,asphalt,residential,56.824764364820204
RUA DA VIRGEM,2,NA,NA,asphalt,residential,392.9147622916286
RUA DA VIRTUDE,NA,NA,NA,NA,residential,91.30029291672524
RUA DA VISAO,NA,NA,NA,NA,residential,803.8258044000504
RUA DA VITORIA,NA,NA,NA,asphalt,residential,1162.4428824057616
RUA DACACHE,NA,NA,yes,paved,residential,117.14761184806405
RUA DACIA,NA,NA,NA,asphalt,residential,51.09804468242196
RUA DACIO NASCIMENTO MOURA,NA,NA,no,asphalt,residential,198.3258403218607
RUA DADY,NA,NA,NA,NA,residential,166.08866658970658
RUA DAGMAR,NA,NA,NA,asphalt,residential,168.3543315960649
RUA DAIR BORGES,NA,NA,yes,paved,residential,618.777026094144
RUA DAIREL,NA,NA,NA,asphalt,residential,76.48899829162389
RUA DAISY BARBARA DA SILVA,NA,NA,NA,NA,residential,151.0869976262623
RUA DAITAS,NA,NA,NA,NA,residential,95.99878681856293
RUA DAKAR,NA,NA,yes,NA,residential,141.01453505874844
RUA DAKOTA DO NORTE,NA,NA,NA,NA,residential,80.57126192773323
RUA DAKOTA DO SUL,NA,NA,NA,NA,residential,57.47384581459736
RUA DALCYO SPEDALETTI,NA,NA,NA,NA,residential,177.97322787543186
RUA DALIA,2,NA,NA,unpaved,residential,1916.4122590703776
RUA DALIA FORMOSA,NA,NA,NA,NA,residential,45.648342688008775
RUA DALILA COSTA,NA,NA,NA,asphalt,residential,208.4464817730798
RUA DALIRA MARIA DE JESUS,NA,NA,NA,asphalt,residential,167.51909867899627
RUA DALLAS,NA,NA,NA,NA,residential,498.17312559299694
RUA DALMACIA,2,NA,NA,asphalt,residential,741.5886354065906
RUA DALOA,NA,NA,NA,NA,residential,421.7259397931764
RUA DALTON,NA,NA,yes,NA,residential,366.19377968467234
RUA DALTON COELHO,NA,NA,NA,asphalt,residential,214.69500505622077
RUA DALTON TREVISAN,NA,NA,NA,NA,residential,113.12532161270202
RUA DALTON TRUMBO,NA,NA,NA,NA,residential,193.54276357435566
RUA DALVA,NA,NA,NA,paved,residential,191.88671433849075
RUA DALVA BARBOSA VILAS VERDES,NA,NA,NA,asphalt,residential,323.7599642774017
RUA DALVA DE OLIVEIRA,2,40,yes,asphalt,residential,2169.887012001139
RUA DALVI GRAMORELLI,NA,NA,NA,asphalt,residential,131.3083945418756
RUA DALVO MATOS DEDECCA,NA,NA,no,asphalt,residential,441.3179092792223
RUA DAMA DA NOITE,NA,NA,NA,asphalt,residential,529.4025053443808
RUA DAMALAU,NA,NA,NA,NA,residential,418.4264204670511
RUA DAMAO,NA,NA,NA,asphalt,residential,58.48672298314772
RUA DAMASCENO VIEIRA FERNANDES,NA,NA,NA,asphalt,residential,62.824943375042444
RUA DAMASCO,1,40,yes,asphalt,residential,1115.974076593667
RUA DAMASIO DE MENEZES,NA,NA,NA,NA,residential,155.75106909632754
RUA DAMASIO MASCARENHAS,NA,NA,NA,asphalt,residential,257.60927097189557
RUA DAMASIO PINTO,2,NA,NA,asphalt,tertiary,2184.4571583176457
RUA DAMASIO RODRIGUES GOMES,NA,NA,NA,asphalt,residential,457.2852918913008
RUA DAMASQUEIRO,NA,NA,NA,asphalt,residential,443.1711316881721
RUA DAMASTES,NA,NA,NA,asphalt,residential,121.91410060021998
RUA DAMIAN VETANOV,NA,NA,no,paved,residential,167.25406815709033
RUA DAMIANA,NA,NA,NA,asphalt,residential,148.17889642448887
RUA DAMIANA DA CUNHA,NA,NA,yes,asphalt,tertiary,592.0505790768307
RUA DAMIANOPOLIS,2,NA,NA,asphalt,residential,516.4478966687278
RUA DAMIAO ALVES,NA,NA,NA,asphalt,residential,224.92779386935507
RUA DAMIAO COSME DE FARIA,NA,NA,NA,NA,residential,184.20642068864512
RUA DAMIAO DA MOTA,NA,NA,NA,asphalt,residential,110.39106231340975
RUA DAMIAO DA SILVA,NA,NA,NA,NA,residential,275.26967770889144
RUA DAMIAO DE GOES,2,40,no,asphalt,residential,493.5031486958988
RUA DAMIAO DE SOUZA PEREIRA,NA,NA,NA,NA,residential,250.38099341211466
RUA DAMIAO FERNANDES,NA,NA,no,asphalt,residential,182.10621542850558
RUA DAMIAO FERREIRA DE AQUINO,NA,NA,NA,NA,residential,124.05711573509605
RUA DAMIAO HUDSON,NA,20,yes,asphalt,residential,188.67067644449293
RUA DAMIAO SIMOES,NA,NA,NA,asphalt,residential,144.46560678006966
RUA DAMIRO DE OLIVEIRA VOLPE,NA,NA,NA,NA,residential,104.9130442103422
RUA DAMOPHON,NA,NA,NA,NA,residential,57.4089500031714
RUA DANAIDES,1.33,NA,yes,asphalt,tertiary,162.3196775122028
RUA DANCA BRASILEIRA,NA,NA,NA,NA,residential,379.6767594955453
RUA DANCA DAS BORBOLETAS,NA,NA,NA,asphalt,residential,101.99338010361103
RUA DANCA DE ANITRA,NA,NA,NA,NA,residential,101.43268845885444
RUA DANCA DO FOGO,NA,NA,NA,NA,residential,100.32532231056574
RUA DANCA DOS SABRES,NA,NA,NA,NA,residential,66.52787134651034
RUA DANCA DOS SETE VEUS,NA,NA,NA,NA,residential,103.32608812787704
RUA DANCA INACABADA,NA,NA,NA,NA,residential,39.3372222496109
RUA DANCAS HUNGARAS,NA,NA,NA,NA,residential,130.76160544767617
RUA DANDARA,NA,NA,NA,asphalt,residential,184.84335428148054
RUA DANIEL ALOMIA,NA,NA,no,NA,residential,576.554669583293
RUA DANIEL AMARAL ABREU,NA,NA,no,asphalt,residential,128.7164040603896
RUA DANIEL ANUNCIACAO DOS REIS,NA,NA,NA,asphalt,service,117.20208380114327
RUA DANIEL ARCIONI,NA,NA,NA,asphalt,residential,164.15665816332645
RUA DANIEL ATTERBOM,NA,NA,NA,NA,residential,164.1425750375267
RUA DANIEL AUBER,NA,NA,NA,NA,residential,131.69315274188577
RUA DANIEL BARTOLI,NA,NA,NA,NA,residential,228.9762917837909
RUA DANIEL BERG,NA,NA,NA,paved,residential,664.4762440175616
RUA DANIEL BERGER,NA,40,NA,asphalt,residential,79.07739224198185
RUA DANIEL BERNARDO,2,NA,yes,asphalt,residential,196.122557145415
RUA DANIEL BRUZAMOLINO,NA,NA,yes,NA,residential,334.8997682263166
RUA DANIEL CARDOSO,NA,NA,yes,asphalt,residential,286.04763792078484
RUA DANIEL CAVALCANTE DE MEIRELES,NA,30,NA,NA,residential,295.4207566350348
RUA DANIEL CERRI,NA,30,yes,asphalt,residential,1722.064678156627
RUA DANIEL CORREA,NA,NA,yes,NA,residential,121.00610556607894
RUA DANIEL COUTO,NA,NA,NA,paved,residential,37.30092774279414
RUA DANIEL DA ANUNCIACAO,NA,NA,NA,NA,residential,224.33285905095335
RUA DANIEL DE AZEVEDO,NA,NA,no,asphalt,residential,200.72758039220662
RUA DANIEL DE CARVALHO,NA,NA,NA,asphalt,residential,182.58383881334697
RUA DANIEL DE TOLEDO,NA,NA,yes,asphalt,residential,372.1993482987136
RUA DANIEL DEFOE,NA,NA,yes,asphalt,residential,472.24139953839153
RUA DANIEL FARIA GONCALVEZ,NA,NA,NA,NA,residential,604.117557985081
RUA DANIEL FELIPE,NA,40,yes,asphalt,residential,121.89475296995607
RUA DANIEL FERREIRA DIAS,NA,NA,NA,asphalt,residential,82.41774147411972
RUA DANIEL FOX,NA,NA,NA,NA,residential,158.2953486407655
RUA DANIEL GRAN,NA,NA,NA,NA,residential,245.51609243067048
RUA DANIEL JOSE DE CARVALHO,NA,NA,NA,NA,residential,144.6770737860782
RUA DANIEL JOSE PEREIRA,NA,NA,no,NA,residential,170.17472361584208
RUA DANIEL KIDDER,NA,NA,yes,asphalt,residential,237.091562697658
RUA DANIEL KLEIN,NA,NA,yes,NA,residential,702.30263198271075
RUA DANIEL MARCONDES,NA,NA,NA,NA,residential,548.1652943482991
RUA DANIEL MARJ,NA,NA,NA,asphalt,residential,125.71849536617063
RUA DANIEL MAS,NA,NA,NA,asphalt,residential,262.88640209598015
RUA DANIEL MIRABELO,NA,NA,NA,asphalt,residential,236.92763759212468
RUA DANIEL MONGOLO,NA,NA,NA,asphalt,residential,314.21714287532456
RUA DANIEL MULLER,2,NA,NA,asphalt,residential,1029.8296429372226
RUA DANIEL NORCOMBE,NA,NA,NA,NA,residential,233.28854813072837
RUA DANIEL NUNES CASTRO,NA,40,yes,asphalt,residential,171.61166869556047
RUA DANIEL PEREIRA,NA,NA,NA,asphalt,residential,248.68381740657773
RUA DANIEL PEREIRA DE ANDRADE,NA,NA,NA,asphalt,residential,183.5828061499539
RUA DANIEL RIBEIRO CALADO,NA,NA,NA,asphalt,residential,595.8699518059545
RUA DANIEL ROSSI,NA,NA,yes,asphalt,residential,402.3083201074508
RUA DANIEL SIPIONI POLVERINI,NA,40,NA,asphalt,residential,226.7787900343747
RUA DANIEL TOLLOTTI,NA,40,yes,asphalt,residential,673.824495828571
RUA DANIEL VENTURA,NA,30,NA,asphalt,residential,126.33530995137052
RUA DANIEL VIEIRA,NA,NA,no,asphalt,residential,406.1618123236882
RUA DANIELA,NA,NA,NA,NA,residential,344.28009712894175
RUA DANIELA PEREZ,NA,30,NA,asphalt,residential,465.582309718373
RUA DANIELE CRESPI,NA,NA,NA,NA,residential,179.0469194304438
RUA DANIELLE DO PRADO VALIM,NA,NA,NA,asphalt,residential,616.9707261006599
RUA DANILA MARTINS FERREIRA,NA,NA,NA,NA,residential,125.72629192504324
RUA DANILO CARVALHO LEITE,NA,NA,NA,asphalt,residential,106.744283212041
RUA DANILO DE OLIVEIRA,NA,NA,yes,NA,residential,166.03028950894796
RUA DANILO FELIPPE,NA,NA,NA,NA,residential,238.96394766127122
RUA DANILO PENEGALDO,NA,NA,NA,NA,residential,147.27734095306016
RUA DANILO VALBUZA,NA,NA,NA,NA,residential,786.4638134371156
RUA DANKMAR ADLER,NA,NA,NA,asphalt,residential,362.15110562206456
RUA DANLINO RAMOS CRUZ,NA,NA,NA,NA,residential,238.82264599159305
RUA DANTA MICHELETTE,NA,NA,NA,NA,residential,45.44657641941588
RUA DANTAS,NA,NA,NA,NA,unclassified,162.20733370073577
RUA DANTAS RIBEIRO,2,NA,NA,asphalt,tertiary,96.1908190063348
RUA DANTE,NA,NA,NA,asphalt,residential,29.75115379320665
RUA DANTE ALDERIGO,NA,NA,NA,NA,residential,492.6650565805509
RUA DANTE ALIGHIERE,NA,NA,NA,NA,residential,61.269707727910735
RUA DANTE ALIGHIERI,NA,NA,no,asphalt,residential,723.9181404395553
RUA DANTE AMBROSIO,NA,NA,NA,paved,residential,470.3773719172958
RUA DANTE BATTISTON,2,NA,yes,asphalt,secondary,330.24421221195365
RUA DANTE CARRARO,NA,NA,yes,asphalt,residential,402.9116067246832
RUA DANTE CECCHI,NA,NA,NA,NA,residential,437.1219669110385
RUA DANTE GERODETI,NA,NA,NA,asphalt,residential,79.8747013434102
RUA DANTE MARTELETTI,NA,NA,NA,asphalt,residential,290.02783248259175
RUA DANTE MOREIRA LEITE,NA,NA,NA,asphalt,residential,143.5121997907993
RUA DANTE PELLACANI,NA,NA,no,paved,residential,269.95537521686384
RUA DANTON VAMPRE,NA,NA,NA,NA,residential,249.5817309942634
RUA DANUBIO,NA,NA,NA,NA,residential,274.0610005453026
RUA DANUBIO AZUL,NA,40,NA,asphalt,residential,806.8625860237798
RUA DANVILLE,NA,NA,NA,NA,residential,342.01299569090884
RUA DAOME,NA,NA,NA,NA,residential,100.10578257519764
RUA DAOUD HABIB GEBARA,NA,NA,NA,NA,residential,109.214396957823
RUA DAPHNE DALLA TORRE NATALE,NA,NA,NA,NA,residential,117.87321329262883
RUA DAPHNIS,NA,NA,NA,NA,residential,277.2988234908979
RUA DAPOLI,NA,NA,NA,NA,residential,487.0849222060187
RUA DAPOTARU,NA,NA,NA,asphalt,residential,102.38802737244364
RUA DARABI,NA,NA,NA,NA,residential,203.26221939633064
RUA DARCI,NA,NA,no,asphalt,residential,127.73035281557468
RUA DARCI ALVES DA COSTA,NA,NA,NA,NA,residential,90.7069611999307
RUA DARCI BITENCOURT,NA,NA,yes,asphalt,residential,164.94293367732183
RUA DARCI DE MORAES,NA,NA,NA,NA,residential,365.69333424109806
RUA DARCI DE SOUZA SANTOS,NA,NA,NA,NA,residential,137.79672486500178
RUA DARCI MANO,NA,NA,no,asphalt,residential,310.286825620045
RUA DARCI PEREIRA,NA,NA,no,NA,residential,114.66463916363571
RUA DARCI RIBEIRO,NA,NA,NA,paved,residential,535.4716573168614
RUA DARCI VARGAS,NA,NA,yes,paved,residential,415.36989816086265
RUA DARCILENA,NA,NA,no,asphalt,residential,153.12297374968412
RUA DARCIO ARMANDO BARICHELLO,NA,NA,NA,asphalt,residential,279.1879967211655
RUA DARCIO DE ALMEIDA,NA,NA,yes,asphalt,residential,143.41415659265476
RUA DARCIO NURCHIS,NA,NA,NA,NA,residential,379.1151163536575
RUA DARCY ALVES COSTA,NA,NA,NA,NA,residential,286.50007231321234
RUA DARCY EERREIBRA DIAS,NA,NA,yes,NA,residential,107.90783808276137
RUA DARCY LIMA DA GLORIA,NA,NA,NA,asphalt,residential,323.2718180115452
RUA DARCY TORRES,NA,NA,NA,NA,residential,159.30223226326393
RUA DARDANELOS,2,NA,NA,asphalt,residential,1268.2299287699007
RUA DARDANO,NA,NA,NA,NA,residential,160.4047769187177
RUA DARDO ROCHA,NA,NA,NA,asphalt,residential,219.3120289963693
RUA DARIEN,NA,NA,NA,NA,residential,113.51441927017247
RUA DARIO BARBOSA,NA,NA,NA,NA,residential,52.183933347900904
RUA DARIO BECHARA,NA,NA,NA,NA,residential,82.0903281059686
RUA DARIO COSTA MATOS,NA,NA,NA,NA,residential,830.2380705797661
RUA DARIO DA SILVA,NA,NA,NA,asphalt,residential,296.82344564346363
RUA DARIO DE SOUSA,NA,NA,NA,NA,residential,77.21779340827284
RUA DARIO GABONETA,NA,NA,NA,NA,residential,114.91870416278046
RUA DARIO LUIZ SETTI,2,40,yes,asphalt,residential,299.2237793181882
RUA DARIO MECATTI,NA,40,no,NA,residential,146.23361256186817
RUA DARIO MEIRA,NA,NA,yes,asphalt,residential,359.3985431388423
RUA DARIO POZZO,NA,NA,NA,asphalt,residential,164.556921776666
RUA DARIO SALLES DAVILA,NA,NA,NA,NA,residential,149.01839065853343
RUA DARIO SESMILO,NA,NA,NA,asphalt,residential,137.44052335708045
RUA DARIO VELOSO,NA,NA,NA,asphalt,residential,66.21822727087978
RUA DARIO VILARES BARBOSA,NA,NA,NA,NA,residential,1074.5259494695586
RUA DARIO ZAMBELLI,NA,NA,NA,asphalt,residential,380.9461194481566
RUA DARNILO MARTINS PEREIRA,NA,NA,NA,asphalt,residential,117.15498654169005
RUA DARTAGNAN,NA,NA,yes,asphalt,residential,169.78007303122854
RUA DARWIN,NA,NA,yes,asphalt,residential,985.3494156500147
RUA DARZAN,2.75,40,yes,asphalt,primary,398.1162345739201
RUA DAS ACACIAS,1,40,yes,asphalt,residential,3960.3706751516593
RUA DAS ACADEMIAS,NA,NA,no,asphalt,residential,179.26729637008265
RUA DAS ACUCENAS,NA,NA,yes,NA,residential,546.6781478996222
RUA DAS ADALIAS,NA,NA,yes,paved,residential,1316.9318613585374
RUA DAS AGOVIAS,NA,NA,NA,NA,residential,128.1777282092494
RUA DAS AGUAS CLARAS,NA,NA,NA,NA,residential,134.97016468135445
RUA DAS AGUIAS REAIS,NA,NA,NA,asphalt,residential,328.6180937938888
RUA DAS ALELUIAS,NA,NA,NA,NA,residential,200.09053929778878
RUA DAS ALFAZEMAS,NA,NA,NA,NA,residential,346.6178368968852
RUA DAS ALTARIFAS,NA,NA,NA,asphalt,residential,213.16380943953212
RUA DAS AMEIXAS,NA,NA,no,NA,residential,198.80414217413747
RUA DAS AMEIXEIRAS,NA,NA,yes,asphalt,residential,682.7212303411262
RUA DAS AMENDOEIRAS,NA,NA,NA,asphalt,residential,158.33681544168624
RUA DAS AMEXEIRAS,NA,30,NA,paved,residential,322.0519335956868
RUA DAS AMORAS,NA,NA,NA,NA,residential,86.52447843356957
RUA DAS AMOREIRAS,NA,NA,no,NA,residential,258.52655116214413
RUA DAS ANDORINHAS,NA,NA,NA,ground,residential,2474.0881762327303
RUA DAS ANDORINHAS BRASILEIRAS,NA,NA,NA,NA,residential,136.48140796030546
RUA DAS ANDORINHAS MIGRATORIAS,NA,NA,NA,NA,residential,399.6386895697044
RUA DAS ANGELICAS,NA,NA,NA,asphalt,residential,531.3939155190943
RUA DAS ANINGAS,NA,NA,yes,asphalt,residential,554.4112987764236
RUA DAS ANTAS,NA,NA,NA,asphalt,residential,80.46760280708817
RUA DAS ANTIFONAS,NA,30,NA,NA,residential,286.5242060902754
RUA DAS ARAPONGAS,NA,NA,no,asphalt,residential,1139.5195721075943
RUA DAS ARARAMAS,NA,NA,NA,NA,residential,117.75005813182274
RUA DAS ARARAS,NA,NA,NA,asphalt,residential,2731.1289688524303
RUA DAS ARARIBAS,NA,NA,NA,asphalt,residential,134.59761871840837
RUA DAS ARAUCARIAS,NA,NA,yes,NA,residential,192.47266234399464
RUA DAS ARAUCARIS,NA,NA,NA,unpaved,residential,226.16955387632274
RUA DAS ARCADAS,NA,NA,yes,asphalt,residential,103.19747904508485
RUA DAS ARECAS,NA,NA,NA,NA,residential,126.8318860380563
RUA DAS AROEIRAS,2,NA,yes,asphalt,residential,2054.7309443331005
RUA DAS ARTEMISIAS,NA,NA,NA,asphalt,residential,84.55557062350016
RUA DAS ARVORES,NA,NA,NA,asphalt,residential,741.4038212954762
RUA DAS AVELEIRAS,NA,NA,NA,asphalt,residential,446.3438409183914
RUA DAS AVENCAS,2,30,yes,asphalt,residential,2204.755206052142
RUA DAS AZALEAS,NA,NA,yes,asphalt,residential,969.7364964936987
RUA DAS AZALEIAS,NA,30,yes,asphalt,residential,1337.747991386565
RUA DAS BAIADEIRAS,NA,NA,NA,NA,residential,432.6084245029247
RUA DAS BALSAMICAS,NA,NA,NA,asphalt,residential,116.82497230237789
RUA DAS BANANEIRAS,NA,NA,NA,NA,residential,131.84491405147648
RUA DAS BANDEIRAS,2,NA,yes,asphalt,residential,1046.961740796052
RUA DAS BARCACAS,NA,NA,NA,asphalt,residential,250.3434045512302
RUA DAS BARCAS,NA,NA,no,NA,residential,948.3951056448643
